Date,Open,High,Low,Close,Volume
2015-01-02,24.71817244368647,24.729268449277928,23.821669706907244,24.261045455932617,212818400
2015-01-05,24.030271171789536,24.110157700699126,23.391180633526186,23.57758140563965,257142000
2015-01-06,23.64192558989593,23.83942229690088,23.218083238966898,23.579792022705078,263188400
2015-01-07,23.788387320592424,24.01029392504949,23.67743401836389,23.910436630249023,160423600
2015-01-08,24.238859477265255,24.886826364711517,24.12124755318299,24.829130172729492,237458000
2015-01-09,25.00221422360769,25.13092044767605,24.456324234263423,24.855756759643555,214798000
2015-01-12,24.986678497617646,24.99333542358363,24.143434579343243,24.2432918548584,198603200
2015-01-13,24.727056323810135,25.03106902223723,24.167852350389513,24.45854949951172,268367600
2015-01-14,24.196695513641078,24.51845940173482,24.076865748230265,24.365345001220703,195826400
2015-01-15,24.40972844940662,24.42304230497845,23.66856114368005,23.704065322875977,240056000
2015-01-16,23.750657586073636,23.87270686480466,23.34456819649144,23.519874572753906,314053200
2015-01-20,23.930400179680525,24.18115565046122,23.633046232221588,24.12567901611328,199599600
2015-01-21,24.176718755318422,24.644941726946904,24.02582222854224,24.309864044189453,194303600
2015-01-22,24.467417092194996,24.95783037285458,24.347587350000268,24.942296981811523,215185600
2015-01-23,24.920106437303215,25.24187026011724,24.749237444378423,25.071002960205078,185859200
2015-01-26,25.239653434759713,25.37723612111665,25.03106240494394,25.097633361816406,222460000
2015-01-27,24.94673484648506,24.960050391214992,24.194471750232253,24.218881607055664,382274800
2015-01-28,26.102874113485754,26.211609572141104,25.588050842285156,25.588050842285156,585908400
2015-01-29,25.812177485292057,26.449050082200664,25.64352798321976,26.38469696044922,337745600
2015-01-30,26.273740817813987,26.62879102622777,25.929784923186702,25.998577117919922,334982000
2015-02-02,26.196073070372567,26.44460736236611,25.758916826474497,26.324777603149414,250956400
2015-02-03,26.295933487755963,26.42685757601918,26.0984367387742,26.329219818115234,207662800
2015-02-04,26.295932269467976,26.74196501238614,26.25376947343209,26.531152725219727,280598800
2015-02-05,26.738345135950638,26.785130939594236,26.566803421472326,26.720523834228516,168984800
2015-02-06,26.738332469997374,26.78957314987504,26.388564306423362,26.495500564575195,174826400
2015-02-09,26.410851904296266,26.698239679585615,26.384117406729843,26.671506881713867,155559200
2015-02-10,26.77175571561299,27.212865534998993,26.7695291157995,27.183902740478516,248034000
2015-02-11,27.350985520323754,27.829967863004374,27.29083503993794,27.821056365966797,294247200
2015-02-12,28.083949974532672,28.400302287530188,27.97478706988217,28.173063278198242,297898000
2015-02-13,28.355741633824508,28.355741633824508,27.99260695889488,28.311185836791992,217088800
2015-02-17,28.40252649509592,28.712195581677314,28.275540600471146,28.478273391723633,252609600
2015-02-18,28.433712436786827,28.689912494707233,28.393611543375854,28.676546096801758,179566800
2015-02-19,28.623073426365114,28.74560439039607,28.589657435896967,28.616390228271484,149449600
2015-02-20,28.654261744189217,28.850311279296875,28.527277585777046,28.850311279296875,195793600
2015-02-23,28.966160250374262,29.630050659179688,28.885958473516727,29.630050659179688,283896400
2015-02-24,29.616699536258988,29.763736769556314,29.222373646739953,29.44515609741211,276912400
2015-02-25,29.309250658146496,29.318163857396602,28.549561893076035,28.692142486572266,298846800
2015-02-26,28.692138629023056,29.155526345432452,28.20647471626233,29.055274963378906,365150000
2015-02-27,28.961709005666517,29.08869659224438,28.56961324598533,28.61862564086914,248059200
2015-03-02,28.79462388824429,29.02408947783968,28.58298129776372,28.75897789001465,192386800
2015-03-03,28.730016446655085,28.8547740321923,28.536193469691177,28.819128036499023,151265200
2015-03-04,28.761206989043135,28.863684981508023,28.58743700235103,28.636445999145508,126665200
2015-03-05,28.645357888294036,28.683230483724483,28.017111665298497,28.16192054748535,226068400
2015-03-06,28.60525568485425,28.821354861270127,28.128503236447628,28.204248428344727,291368400
2015-03-09,28.507230185990295,28.865911616282308,27.861161011018062,28.324548721313477,354114000
2015-03-10,28.161917090893873,28.34237024672098,27.5804550335683,27.738630294799805,275426400
2015-03-11,27.792102038035754,27.796556937791422,27.203956687995984,27.23291778564453,275756000
2015-03-12,27.248516986693353,27.825524332837432,27.097024874548865,27.725271224975586,193450800
2015-03-13,27.71412912836957,27.93691151412866,27.30866525427582,27.533674240112305,207309200
2015-03-16,27.598283283535313,27.836660385131836,27.373274281820116,27.836660385131836,143497200
2015-03-17,28.048302918276715,28.36465350051074,27.992607321417427,28.302274703979492,204092400
2015-03-18,28.293359273393268,28.774569979250792,28.153007000698736,28.620849609375,261083600
2015-03-19,28.68323647742178,28.794627687042833,28.38248055138392,28.40475845336914,183238000
2015-03-20,28.57183800156527,28.605253996197433,27.883441317030055,28.04829978942871,274780400
2015-03-23,28.320095513618043,28.482725692046003,28.18642473173338,28.340145111083984,150838800
2015-03-24,28.344603074189592,28.525054559149737,28.19533758719538,28.224300384521484,131369200
2015-03-25,28.19088200814144,28.253260801348905,27.486888885498047,27.486888885498047,206620800
2015-03-26,27.348763204749485,27.821060723861976,27.31311721101558,27.67848014831543,190291600
2015-03-27,27.751996515157707,27.7809576079784,27.382178708077856,27.457923889160156,158184800
2015-03-30,27.636148754305395,28.15968689058504,27.625008957912392,28.153003692626953,188398800
2015-03-31,28.090623915549788,28.179737189841585,27.70521142630218,27.720806121826172,168362400
2015-04-01,27.807693807361485,27.874529194518605,27.424507880342258,27.680707931518555,162485600
2015-04-02,27.85448126816499,27.972555660024614,27.667344880997593,27.91908836364746,128880400
2015-04-06,27.729723335560173,28.406981980219054,27.698533938082665,28.371335983276367,148776000
2015-04-07,28.43594003627644,28.54287461627673,28.06612220587488,28.072805404663086,140049200
2015-04-08,28.03716379889343,28.159694794832983,27.84111590508492,27.981468200683594,149316800
2015-04-09,28.03716390731661,28.199795802583953,27.77205401460501,28.19533920288086,129936000
2015-04-10,28.059439424902365,28.34014569305206,27.905720742089727,28.31563949584961,160752000
2015-04-13,28.59857918034329,28.643138385433204,28.206483331038566,28.259950637817383,145460400
2015-04-14,28.2933599985599,28.357967087559327,28.05052803962249,28.137413024902344,102098400
2015-04-15,28.161916333547257,28.322318190138613,28.072803057866928,28.24434471130371,115881600
2015-04-16,28.132956131473513,28.315637598572906,28.095083538223587,28.108449935913086,113476000
2015-04-17,27.97032748384589,28.101768267469506,27.727493814530177,27.79210090637207,207828000
2015-04-20,27.9747826163896,28.542876649890996,27.88566932691057,28.427030563354492,188217200
2015-04-21,28.538423181278237,28.56069937881998,28.219842621989464,28.273311614990234,129740400
2015-04-22,28.29113548503806,28.70996577012086,28.141871690320198,28.65427017211914,150618000
2015-04-23,28.582980445949,29.055278010553366,28.547334448781662,28.88819122314453,183083600
2015-04-24,29.070877521796366,29.102066922809986,28.790169513284013,29.024091720581055,178103600
2015-04-27,29.47633496412973,29.659018140062884,29.21790659790736,29.552080154418945,387816800
2015-04-28,29.95531912275343,29.97313872098423,28.865913463725736,29.08646583557129,475696000
2015-04-29,28.997355913995918,29.315933091372774,28.582980543827464,28.65872573852539,253544400
2015-04-30,28.658726103246263,28.658726103246263,27.754230156700498,27.881216049194336,332781600
2015-05-01,28.092861309640885,28.99067584164951,27.914636403052867,28.72779083251953,234050400
2015-05-04,28.850319026667076,29.088697811721758,28.574067643867057,28.67209243774414,203953200
2015-05-05,28.54956235699764,28.616397754901502,28.021569172397257,28.026025772094727,197085600
2015-05-06,28.195338769461948,28.23766796751676,27.482435800455796,27.850027084350586,288564000
2015-05-07,27.91266298375682,28.205728097991734,27.744878277488812,28.02228355407715,175763600
2015-05-08,28.339950794053617,28.550241470336914,28.21243450683362,28.550241470336914,222201600
2015-05-11,28.498787417855624,28.53681820285766,28.105052219051004,28.259414672851562,168143200
2015-05-12,28.098347079815507,28.384699391912346,27.92385124630615,28.158750534057617,192640000
2015-05-13,28.221383146540784,28.454044771232315,28.158743806584216,28.1900634765625,138776800
2015-05-14,28.503273257166338,28.847789764404297,28.44734500891678,28.847789764404297,180814000
2015-05-15,28.874626838825733,28.968585851091245,28.682233600304514,28.807512283325195,152832000
2015-05-18,28.72027270529355,29.243760245389478,28.715797490006917,29.125192642211914,203531600
2015-05-19,29.237043821913492,29.279549825447738,29.00214455904792,29.098342895507812,178532800
2015-05-20,29.08268334480734,29.301921078832592,28.935031979333957,29.096105575561523,145819600
2015-05-21,29.0983412378906,29.447332848055485,29.044648908023593,29.393640518188477,158921600
