Date,Open,High,Low,Close,Volume
2015-01-02,171.88488207509812,172.30131021253493,170.0525881036736,171.09365844726562,121465900
2015-01-05,170.0442642543237,170.21083296775836,167.69561616562544,168.00376892089844,169632600
2015-01-06,168.31197719664573,168.8366808900063,165.62185409757927,166.42140197753906,209151400
2015-01-07,167.75395171797908,168.83666769037663,167.30421480767498,168.4951934814453,125346700
2015-01-08,169.91097928268218,171.70162763754502,169.8943313096449,171.48507690429688,147217800
2015-01-09,171.90153685743797,171.91819754194108,169.49458263607895,170.11090087890625,158567300
2015-01-12,170.24418628348926,170.40243103888076,168.1703691931777,168.77835083007812,144396100
2015-01-13,170.00264081422807,171.13532600332968,166.99602876356442,168.30361938476562,214553300
2015-01-14,166.27980512149963,167.48745728568636,165.3803312308905,167.28756713867188,192991100
2015-01-15,167.9288213894162,168.2452981446469,165.63846654322506,165.75506591796875,176613900
2015-01-16,165.54686329463857,168.08707775056558,165.363633877596,167.9288330078125,211879600
2015-01-20,168.57017075746597,168.8366909694912,166.71290409780426,168.28700256347656,130991100
2015-01-21,167.8205297282278,169.61950222842685,167.3541322744823,169.13644409179688,122942700
2015-01-22,169.89442074015338,171.78499605354645,168.5118757477221,171.65174865722656,174356000
2015-01-23,171.39352222439166,171.65171839738085,170.57732646664056,170.71058654785156,117516800
2015-01-26,170.49406113947404,171.20198154539423,169.77780403511954,171.11036682128906,92009700
2015-01-27,169.04484012917385,170.002619767601,168.0204304633567,168.85328674316406,134044600
2015-01-28,170.04429178698032,170.144230489547,166.49632805368034,166.68788146972656,168514300
2015-01-29,166.8877689053229,168.48685166263186,165.47190286365282,168.22866821289062,173585400
2015-01-30,167.0460127574295,168.37857536051064,165.84669751879048,166.1132049560547,197729700
2015-02-02,166.61295719854306,168.26200962730215,164.7889993006753,168.17039489746094,163107000
2015-02-03,169.0698573805268,170.6106468784307,168.6950745240688,170.60231018066406,124212900
2015-02-04,169.83612884723777,171.0521051644244,169.4946545660927,169.95272827148438,134306700
2015-02-05,170.61894060729665,171.8182557019596,170.54398659097484,171.6683349609375,97953200
2015-02-06,172.0348297484409,172.60117875422168,170.66894565122752,171.1936492919922,125672000
2015-02-09,170.5440286005671,171.26860968691878,170.01932494030876,170.42742919921875,87219000
2015-02-10,171.46849158651077,172.50122546074644,170.4690536705161,172.2430419921875,96164200
2015-02-11,172.07644912220618,172.7760453986346,171.42682219289705,172.34295654296875,91087800
2015-02-12,173.142479542288,174.05862647015135,172.37625334279198,174.0003204345703,97545900
2015-02-13,174.12527763780497,174.76656785680686,173.8670815025059,174.7165985107422,93670400
2015-02-17,174.40013666194488,175.16637578422018,174.1502898920518,174.99147033691406,76968200
