Date,open,high,low,close,volume,rsi,sma,macd,volatility,target,ticker,prob_up,signal
2021-01-04,130.10134048912553,130.18903254892197,123.5144223383572,126.09657287597656,143301900,51.767133743651875,128.33574447631835,2.999145185539078,17.79360019793502,1,AAPL,0.57501876,1
2021-01-05,125.58989445727472,128.36692888537684,125.14166577453908,127.65560913085938,97664900,55.82969497997293,128.75960464477538,2.6373633420585065,17.168614467454177,0,AAPL,0.57345796,1
2021-01-06,124.44983890451066,127.69457886274444,123.14414460239529,123.35851287841795,155088000,44.381538432056786,128.60077743530277,1.7812958890968955,16.736081854992975,1,AAPL,0.5856424,1
2021-01-07,125.07348804043062,128.25976755366722,124.58628997465584,127.56793975830078,109578200,54.53000813908309,128.50723724365236,1.6757090653768216,16.392102551343015,1,AAPL,0.5588482,1
2021-01-08,129.0392208425577,129.23411188523488,126.89555318600054,128.66896057128906,105158200,56.81980139819856,128.61344451904296,1.7057546510669963,15.25721853380908,0,AAPL,0.5588482,1
2021-01-11,125.8822038307644,126.83710761276024,125.20986830687416,125.67757415771484,100384500,49.32181085777591,128.32209548950195,1.3109386212613998,14.219642096987144,0,AAPL,0.5607901,1
2021-01-12,125.2099135745999,126.36944744885702,123.6119043773993,125.50223541259766,91951100,48.90153874866408,127.5533004760742,0.9830951486053152,12.661146600024196,1,AAPL,0.54016614,0
2021-01-13,125.46318294751752,128.08430971696222,125.2001068178091,127.53865051269533,88636800,53.96371992809166,127.16548461914064,0.9901766297940072,10.26246313998702,0,AAPL,0.5356625,0
2021-01-14,127.45099807958694,127.6458743033761,125.46322193987008,125.60939025878906,90221800,48.86767191490964,126.6968032836914,0.729218346117662,10.095932735626365,0,AAPL,0.54022,0
2021-01-15,125.48272113383378,126.88585381359638,123.7482973680449,123.88471221923828,111598500,44.67694106954361,126.1560157775879,0.3111411076909718,10.250788598403105,1,AAPL,0.52092516,0
2021-01-19,124.50832983471444,125.41452591995925,123.68984069637378,124.55705261230467,90757300,46.658346081973235,126.0020637512207,0.0957301674374235,10.395913846405064,1,AAPL,0.53536797,0
2021-01-20,125.36576603974312,129.09770370348497,125.25858190800798,128.64947509765625,104319500,57.0595268958647,126.1014503479004,0.4617913522256032,9.87279927178072,1,AAPL,0.53986794,0
2021-01-21,130.3741822074859,136.0938817254987,130.1695525142569,133.36557006835938,120150900,65.63869833773748,127.10215606689454,1.3084858044203287,10.857335331003128,1,AAPL,0.5481875,0
2021-01-22,132.79068885405798,136.26928979361904,131.56295521732648,135.50926208496094,114459400,68.78815279617695,127.89628829956057,2.1488298643285475,12.747232029952444,1,AAPL,0.5491723,0
2021-01-25,139.40683420534555,141.37510329816405,133.04401504155618,139.2606658935547,157611700,73.50930491854989,128.9554588317871,3.1710739485440627,15.956687385766486,1,AAPL,0.5488514,0
2021-01-26,139.92327397986588,140.60534821810342,137.75036015705467,139.49453735351562,98390600,73.7839905918566,130.3371551513672,3.8530161837056767,18.48229619844641,0,AAPL,0.5478782,0
2021-01-27,139.75761679075893,140.605351455325,136.8149514568833,138.42269897460938,140843800,70.08342958372253,131.62920150756835,4.115249683430136,19.86766608011293,0,AAPL,0.5455434,0
2021-01-28,135.94776180776887,138.3545216080431,133.199957390702,133.57997131347656,142621100,55.986955081305595,132.23333358764648,3.5977395927552607,20.11464060350596,0,AAPL,0.57501876,1
2021-01-29,132.3522064767238,133.2389103783543,126.8761058794983,128.581298828125,177523800,45.492554951038386,132.53052444458007,2.5226711267276585,20.129489218353967,1,AAPL,0.5844145,1
2021-02-01,130.32546101984542,131.91373120913244,127.5776572470742,130.70547485351562,106239800,49.92445320559841,133.2126007080078,1.982488238477856,20.149135341029023,1,AAPL,0.57538444,1
2021-02-02,132.2547501087198,132.8199015096137,131.16343146870483,131.53370666503906,83305400,51.62835176919405,133.91026611328124,1.6655744098293326,19.930978440783505,0,AAPL,0.56864756,1
2021-02-03,132.2839514790338,132.29370495136607,130.18900672512515,130.51055908203125,89880900,49.32465172853693,134.09637451171875,1.2773872201904055,19.82245465981508,1,AAPL,0.5529056,1
2021-02-04,132.8101351694426,133.88196150474948,131.14391200198517,133.87222290039062,84183100,56.42315716774391,134.14703979492188,1.4040617521368972,19.067042073677214,0,AAPL,0.56864756,1
2021-02-05,134.03331420030543,134.10161611570683,132.57928896877448,133.45755004882812,75693800,55.360293947715746,133.9418685913086,1.410830626755086,19.0029092477708,1,AAPL,0.56280065,1
2021-02-08,132.7451425942424,133.65269267140306,131.66194630942968,133.60389709472656,71297200,55.68762025932149,133.37619171142578,1.4043188115104217,19.022423413567196,0,AAPL,0.54224855,0
2021-02-09,133.32094804054896,134.5505315751508,132.56955242532084,132.72567749023438,76774200,53.09186222350798,132.69930572509764,1.2584954401802977,18.37703330316009,0,AAPL,0.56280065,1
2021-02-10,133.1842959871747,133.68199010871433,131.15452174777565,132.12062072753906,73046600,51.26267851428019,132.06909790039063,1.0524115647712335,17.52996789466897,0,AAPL,0.5144081,0
2021-02-11,132.61829297068624,133.09646585492624,130.5397381460376,131.8668975830078,64280000,50.45277023271485,131.89779052734374,0.8528975057382127,17.078827677782158,1,AAPL,0.49724007,0
2021-02-12,131.10573109073752,132.25722938185646,130.4616651531689,132.10108947753906,60145100,51.2427984110774,132.24976959228516,0.7241866358673406,16.02048547391881,0,AAPL,0.49688822,0
2021-02-16,132.21817131917496,132.7256035555492,129.58335943579118,129.9737091064453,80576300,44.13919945546301,132.1765930175781,0.34814207955759,14.21162623852956,0,AAPL,0.521402,0
2021-02-17,128.08059918504722,129.02717699501204,126.34358348827772,127.68049621582033,97918500,37.85406172738798,131.79127197265626,-0.2150515907198382,12.989124198395416,0,AAPL,0.54125947,0
2021-02-18,126.08008757945028,126.86077223279328,124.33331888275548,126.5777816772461,96856700,35.17776188596045,131.39799423217772,-0.7468489489727403,13.634708307723043,1,AAPL,0.5156673,0
2021-02-19,127.094962062069,127.55361366522426,125.68973288562044,126.73388671875,87668800,35.89070455160925,130.68416061401368,-1.085447530219568,14.586568476233865,0,AAPL,0.54439175,0
2021-02-22,124.91880108792212,126.5875144518398,122.56700179136556,122.95734405517578,103916400,27.701105473011083,129.63414001464844,-1.780309144562068,16.443121556038065,0,AAPL,0.50910306,0
2021-02-23,120.7714294215421,123.65018945773068,115.5311022034767,122.82071685791016,158273000,27.44933043651575,128.5558219909668,-2.2489568210894646,16.709955949523803,0,AAPL,0.51823586,0
2021-02-24,121.92297119749124,122.5279947715134,119.27841273851136,122.32306671142578,111039900,26.475454881943648,127.51556091308592,-2.5943426264302474,16.401216938357663,0,AAPL,0.5615857,1
2021-02-25,121.66923290454903,123.4062483482288,117.62920604594376,118.0683364868164,148199500,19.80159291489568,126.11033248901369,-3.322768377727755,17.69363958770913,1,AAPL,0.5548469,1
2021-02-26,119.62969515081252,121.83512279314836,118.27326144324364,118.33181762695312,164560400,21.168900953630015,124.7568244934082,-3.7315832139625513,19.499246197702732,1,AAPL,0.5619066,1
2021-03-01,120.76170375322148,124.84076604447009,119.82488658116128,124.7041473388672,116307900,45.937558742236504,124.01713027954102,-3.131107696911968,19.750178038765355,0,AAPL,0.5342547,0
2021-03-02,125.30915619930848,125.61166793035277,121.99125798161715,122.09860229492188,102260900,40.199287367659295,123.22961959838868,-2.973146884739009,20.271893385964233,0,AAPL,0.55630577,1
2021-03-03,121.79608068156784,122.67434893414126,118.89779917065528,119.11248779296876,112966300,34.68247060033417,122.37281875610353,-3.1782546756856505,21.262134799243796,0,AAPL,0.5156673,0
2021-03-04,118.80998607618,120.61531086428089,115.75557186593711,117.2291030883789,178155000,31.63955027967228,121.4379508972168,-3.4944851011000395,22.655752148945,1,AAPL,0.5611747,1
2021-03-05,118.05856814664855,118.99538509316947,114.7309095373517,118.4879379272461,153766600,35.82130576827423,120.6133560180664,-3.4832082230201564,22.575910557410964,0,AAPL,0.5437762,0
2021-03-08,118.0097916939266,118.0781010413507,113.40376871001352,113.5501480102539,154376600,28.28126216290184,119.67263641357422,-4.0285748914387085,23.70946784859106,1,AAPL,0.5169754,0
2021-03-09,116.1556711821871,119.11250177531362,115.92146876906158,118.16592407226562,129525800,41.14787434198055,119.20715713500977,-3.74096029802935,22.851391437667232,0,AAPL,0.5583674,1
2021-03-10,118.75143927948164,119.21984409787017,116.5655253098007,117.08273315429688,111943300,39.30904333861648,118.68312377929688,-3.5969391335620884,22.06356193427121,1,AAPL,0.5580126,1
2021-03-11,119.58089611241736,120.23471511713066,118.33180683620104,119.01490020751952,103026500,44.247130905708865,118.77778015136718,-3.174110664325383,20.69226261127035,0,AAPL,0.5342547,0
2021-03-12,117.49257678888104,118.24397951783548,116.2825224501718,118.10736083984376,88105100,42.44478783118577,118.75533447265624,-2.9246308535234533,19.094772323814723,1,AAPL,0.54886335,0
2021-03-15,118.47820271779908,121.00565599103152,117.51210381348422,120.9958953857422,92403800,49.69182506497972,118.38450927734377,-2.32037599980751,16.56877289137374,1,AAPL,0.53402054,0
2021-03-16,122.6646007020175,124.1478999993401,121.7082698545493,122.5377426147461,115227900,53.18770894996466,118.42842330932618,-1.6502610101802873,14.566108321249274,0,AAPL,0.5322934,0
2021-03-17,121.05445274468458,122.8207426159824,119.38573914658367,121.74730682373048,111932600,51.16257580916301,118.69190521240236,-1.2441452499857633,13.186502017488834,0,AAPL,0.5322934,0
2021-03-18,119.91270439580464,120.20546300637888,117.41452538083811,117.61945343017578,121229700,41.90454564671744,118.73094024658204,-1.456200828501622,12.174732820145806,0,AAPL,0.5583674,1
2021-03-19,117.00466041109058,118.49771283246504,116.78997177230154,117.0924835205078,185549500,40.855873497734365,118.5913948059082,-1.6415228732668794,10.78402839841965,1,AAPL,0.554138,1
2021-03-22,117.42426532921458,120.8787820785301,117.35595599145238,120.41036987304688,111912300,49.66757249985901,119.2774169921875,-1.3158745558053653,10.370796389882711,0,AAPL,0.5342547,0
2021-03-23,120.35184141166212,121.23986295215124,119.19057502893877,119.58091735839844,95467100,47.69379835605643,119.41891632080078,-1.1641927352019792,9.90896674242552,0,AAPL,0.5342547,0
2021-03-24,119.8541349180161,119.93220486001856,117.17054208424707,117.19005584716795,88530500,42.30890958864296,119.4296485900879,-1.3364161383155988,9.669080811319049,1,AAPL,0.55607337,1
2021-03-25,116.65336116382848,118.72217030027896,116.12640013534126,117.6780014038086,98844700,43.749096195295614,119.2959587097168,-1.367365104990057,9.706904305477453,1,AAPL,0.53490794,0
2021-03-26,117.44378670396848,118.5465042288051,116.04831804624526,118.28302001953124,94071200,45.61938633791955,119.31352462768557,-1.2833773027170423,9.709832576230497,1,AAPL,0.5342547,0
2021-03-29,118.71241046141134,119.61995321991908,117.81462830863144,118.45868682861328,80819200,46.19650935875516,119.05980377197264,-1.1748064544040917,8.201782823349703,0,AAPL,0.53402054,0
2021-03-30,117.20958959587136,117.49258758203952,115.98977454091904,117.0046615600586,85671900,42.08853404242463,118.50649566650392,-1.2581792470076607,7.711733561534459,1,AAPL,0.55607337,1
2021-03-31,118.7123914069886,120.5372297916679,118.22446543116467,119.2003173828125,118323800,49.60714221767193,118.25179672241212,-1.0114074199290854,7.71798816444138,1,AAPL,0.53489023,0
2021-04-01,120.6738663324064,121.18130611520114,119.53211379208796,120.02980041503906,75089100,52.21147941105945,118.49283142089844,-0.7110165445078991,7.743372161937742,1,AAPL,0.5339991,0
2021-04-05,120.87878579790436,123.11348769511308,120.09810124646424,122.8597640991211,88651200,60.040073152078854,119.06955947875976,-0.1252219358993329,8.580127226001139,1,AAPL,0.54510224,0
2021-04-06,123.44528283557896,124.0600669394036,122.61581009211896,123.16228485107422,80171300,60.80276206770749,119.3447509765625,0.3280694330711071,7.913848751045663,1,AAPL,0.52382535,0
2021-04-07,122.79146423199435,124.83099142610236,122.11812394056145,124.8114776611328,83466700,64.86475772570381,119.86780700683592,0.8495302890615335,9.166068854985724,1,AAPL,0.53838384,0
2021-04-08,125.83611931078232,127.24134865016218,125.4165100751645,127.21207427978516,88844600,69.90830294017546,120.87000885009766,1.503342413601942,10.977046507523625,1,AAPL,0.54783523,0
2021-04-09,126.66560631746748,129.82735761061758,126.34357333569822,129.788330078125,106686700,74.30623050750242,122.0810417175293,2.2587592499491507,13.75292677728541,0,AAPL,0.55016524,1
2021-04-12,129.319889944631,129.64192283851602,127.4755305635202,128.07080078125,91420000,67.04756078243918,123.05981979370117,2.5244454886231296,14.947944824820013,1,AAPL,0.5488202,0
2021-04-13,129.24182587765023,131.4082182509909,128.74413188709045,131.1837615966797,91266500,72.46447707993099,124.33232727050782,3.0532790725356165,17.29779379239318,0,AAPL,0.5422132,0
2021-04-14,131.68145308268168,131.74000181214734,128.48066015580457,128.8417205810547,87222800,63.70964048336757,125.51603317260742,3.063399527536774,18.38220980403237,1,AAPL,0.5475056,0
2021-04-15,130.58853344102718,131.74003175643296,130.41287232238494,131.25210571289062,89347100,68.11479841327406,126.72121200561524,3.3117681284313107,20.06366787403286,0,AAPL,0.5475056,0
2021-04-16,131.0569067496548,131.41796717012542,130.0615336909614,130.9202880859375,84922400,66.8731672368161,127.81026077270508,3.3743201303274617,20.81890244269367,1,AAPL,0.54711086,0
2021-04-19,130.28600775000282,132.1986844065799,130.1201146808097,131.58389282226562,94264200,68.16276419998131,128.68267364501952,3.431191291188611,21.272998067323527,0,AAPL,0.5478579,0
2021-04-20,131.75955677302224,132.2572359912941,128.6270649312646,129.8956756591797,94812300,61.40568524815003,129.35601272583008,3.1842171500019134,21.640715307718665,1,AAPL,0.54497755,0
2021-04-21,129.16378953467097,130.5202234103885,128.12938865121586,130.27626037597656,68847100,62.34079685852129,129.90249099731446,2.9913579109822592,21.763261252236475,0,AAPL,0.51485366,0
2021-04-22,129.8273190546684,130.91051516608923,128.23669071993334,128.75389099121094,84566500,56.28011762528742,130.05667266845705,2.5990162407816513,20.80607636572057,1,AAPL,0.5831748,1
2021-04-23,128.9686026596944,131.85711621347775,128.9686026596944,131.07644653320312,78657500,62.465702854980314,130.18548431396485,2.5628460074906485,20.060619095639993,1,AAPL,0.5398024,0
2021-04-26,131.5741106597469,131.7985524226745,130.33477460387036,131.46676635742188,66905100,63.43179260276549,130.52508087158202,2.532717175340295,19.20760125671866,0,AAPL,0.5322676,0
2021-04-27,131.7497836551319,132.1401334204204,130.87152274129448,131.14476013183594,66015800,61.96971694237335,130.52118072509765,2.4170232452269858,17.946790157590385,0,AAPL,0.53234,0
