Date,open,high,low,close,volume,rsi,sma,macd,volatility,target
2015-01-30,13.597332954406738,13.83133316040039,13.533332824707031,13.57333278656006,45105000,48.883152912987775,13.367866611480713,-0.1250991607320433,1.9392942626084313,1
2015-02-02,13.597999572753906,14.130000114440918,13.553333282470703,14.062666893005373,62238000,59.70714575743398,13.486999988555908,-0.04242871541604032,1.7441140377237545,1
2015-02-03,14.214667320251465,14.691332817077637,14.084667205810549,14.557332992553713,72393000,67.44909986444812,13.663199996948242,0.07945948817048176,1.9234059696061117,1
2015-02-04,14.552666664123535,14.76533317565918,14.453332901000977,14.56999969482422,49581000,67.62608090398766,13.809733295440674,0.16515945631237372,2.071985316019269,1
2015-02-05,14.658666610717772,15.031999588012695,14.642666816711426,14.732666969299316,52843500,69.95687028053382,13.938866710662841,0.2426275649103875,2.2709838300181246,0
2015-02-06,14.800000190734863,14.893333435058594,14.43333339691162,14.490667343139648,48658500,62.516808412198635,14.046000099182129,0.26127707367262154,2.3711900879478733,1
2015-02-09,14.358667373657228,14.528667449951172,14.13266658782959,14.498666763305664,52086000,62.66265320663546,14.118866729736329,0.26988692793013946,2.4875286139597037,0
2015-02-10,14.50333309173584,14.699999809265137,14.333333015441896,14.419333457946776,80857500,60.08641967848448,14.187600040435791,0.2601597510831333,2.5648946808839597,0
2015-02-11,14.147333145141602,14.315999984741213,13.8186674118042,14.186667442321776,146536500,52.987607967402184,14.277133464813232,0.21826378335834917,2.5956831286722277,0
2015-02-12,12.904666900634766,13.53933334350586,12.885333061218262,13.525333404541016,234744000,38.589054061750254,14.261666774749756,0.10018317093735618,2.4727999329862698,1
2015-02-13,13.526666641235352,13.732666969299316,13.394000053405762,13.584667205810549,92865000,40.20870457340327,14.262800216674805,0.022503578845965322,2.3116269225470134,1
2015-02-17,13.713333129882812,13.713333129882812,13.43333339691162,13.623332977294922,59694000,41.329122647172554,14.21886682510376,-0.02772616479379053,2.1535043466808155,1
2015-02-18,13.611332893371582,13.744667053222656,13.506667137145996,13.630666732788086,40704000,41.55990907399882,14.126200199127197,-0.061554953751867814,1.9376213757440226,1
