Date,open,high,low,close,volume,rsi,sma,macd,volatility,target
2015-01-30,0.4712802801939367,0.4767993471068918,0.4600022043490055,0.4607220590114593,298200000,37.389076350032965,0.48035078942775716,-0.0030359983145361036,0.04371899011650149,1
2015-02-02,0.4636015651265388,0.4727200192431304,0.454483111009947,0.4708003401756286,259604000,45.72972786071438,0.47953492999076835,-0.0031965427008739944,0.043494055706264745,1
2015-02-03,0.4741597687373001,0.4830382810669202,0.4717601769953249,0.4825583398342132,183468000,53.72135108506033,0.4797508865594863,-0.0017487873610507743,0.04390389239574155,1
2015-02-04,0.4811185882082972,0.4892771879707149,0.4796787932423008,0.4837581217288971,181516000,54.48130826688497,0.4794149339199065,-0.0005406319371719093,0.041970902268819055,1
2015-02-05,0.4842380331885345,0.491916749407024,0.4837581491816152,0.4916768074035644,140448000,59.37372805853279,0.4790309846401214,0.0013265408422809544,0.040404405306989966,0
2015-02-06,0.4911968607365568,0.4969559264419223,0.4873575026699056,0.4895171523094177,210524000,57.50090224576433,0.4782870978116988,0.0023381603874586543,0.04140173695562033,0
2015-02-09,0.4866377429518206,0.4904770443306407,0.4835182676734404,0.4890373349189758,273944000,57.05662078496415,0.47771119177341453,0.002939626739777157,0.042223381875073906,1
2015-02-10,0.4895172074556392,0.5029549335973472,0.4873575575728333,0.502714991569519,226204000,65.49968036867926,0.48087865114212036,0.005037511805979722,0.04599967458430504,0
2015-02-11,0.5039149194294986,0.5039149194294986,0.4959962578810272,0.4993557333946228,320832000,62.16438387066025,0.4844780623912811,0.005980614823881902,0.04760416974048848,1
2015-02-12,0.5279107441056518,0.5399087038603924,0.5247912688483407,0.5351095199584961,676904000,76.38501950799963,0.4905250400304794,0.011057869425037614,0.06506262299196913,1
2015-02-13,0.5339098404636795,0.5360694909696373,0.5257512370555727,0.5353496074676514,310084000,76.45105761549316,0.4979877948760986,0.014427210612726893,0.07631626640235956,1
2015-02-17,0.5343897319041321,0.5396688580215068,0.5310303140161641,0.5370292663574219,203340000,76.95206944686332,0.504610687494278,0.01670618071254837,0.08624584954028763,0
2015-02-18,0.5363094575440546,0.5372693403977121,0.5298305629412824,0.530790388584137,170948000,70.74068105002293,0.5094338923692703,0.017164092002851183,0.09179862904611852,1
2015-02-19,0.5375092654632088,0.5384690910756307,0.5298305461422311,0.5322301387786865,169432000,71.33398048403738,0.5142810940742493,0.01730589008892558,0.09712963273125175,1
2015-02-20,0.5317500318961456,0.5363092159485937,0.5279106738434703,0.5360692739486694,157752000,72.95856815346103,0.5187203407287597,0.017526920931104306,0.10294469789048599,0
2015-02-23,0.5358293834140737,0.5358293834140737,0.5291104918738617,0.5317500829696655,125008000,68.13184484218894,0.5229436337947846,0.016763052332105732,0.1068214385756186,1
2015-02-24,0.5337975772322356,0.5374107956886292,0.5289799143363297,0.5374107956886292,149356000,70.93220793176582,0.5277809798717499,0.016589562238242705,0.11132930813022601,0
2015-02-25,0.535242760107718,0.5376516486714861,0.530906887041277,0.5333157181739807,123820000,66.25260621937392,0.530841052532196,0.015596364927193407,0.11037430700816664,1
2015-02-26,0.5337975501610367,0.5378925576717739,0.5304251403600746,0.5347610712051392,152864000,67.10370831116103,0.5343815863132477,0.014750903396343995,0.10583910934118229,0
2015-02-27,0.5333157420283231,0.5345201863640799,0.5294616005573947,0.5313887000083923,157492000,62.98556574183385,0.5340095043182373,0.01341552294179238,0.10242349975980503,1
2015-03-02,0.5299432963477815,0.5472869011937112,0.5292206413599463,0.5443962812423706,301512000,70.69349263330926,0.5349141716957092,0.01384364070577615,0.09439708503632849,0
2015-03-03,0.5403013336701157,0.5429510306278328,0.5325930512444946,0.5342792272567749,160344000,59.911654758954896,0.5346391677856446,0.0125672163890167,0.08565464933391476,1
2015-03-04,0.5323523509738534,0.5415058889496457,0.5301843850988969,0.540301501750946,226840000,63.584968460168625,0.5355902791023255,0.012167752305286661,0.08028834953413155,1
2015-03-05,0.5403014952301592,0.5516229989442712,0.5388561846642981,0.5506594777107239,323056000,69.0113931870926,0.5374332129955292,0.01294442791733652,0.07549511356783395,0
2015-03-06,0.5475279025684855,0.5501775998923552,0.5427102397445018,0.5431920289993286,257392000,61.65210451282431,0.5381454885005951,0.012268773820298451,0.06999372062511089,1
2015-03-09,0.5434330542914438,0.5487325079244993,0.542228609516668,0.5446374416351318,222388000,62.511881423539734,0.5394342243671417,0.011717201402690058,0.061450070685539204,1
2015-03-10,0.5470463957901602,0.5576453054207043,0.5460828742140473,0.554032027721405,527212000,67.73592463169643,0.5410963475704194,0.012274038063631254,0.0510213582300445,0
2015-03-11,0.5540318257289217,0.5612583210617375,0.5496959515016643,0.5511412620544434,262120000,64.65549505246089,0.5428789019584656,0.012039036728412,0.0439026557483686,0
2015-03-12,0.5458413924599347,0.5499363976125085,0.5357242837452586,0.5460822582244873,406972000,59.40250485224645,0.5440110206604004,0.010976457805572104,0.027980246327879765,1
2015-03-13,0.5434330284555987,0.5482506924634853,0.5359656090416148,0.5468053817749023,359288000,59.91967961248441,0.5455526888370514,0.010088236309540144,0.02846716486503409,1
2015-03-16,0.5511412936717586,0.55668161282119,0.5475280170825281,0.5533092021942139,236956000,64.4459517944125,0.5464439809322357,0.010075565864318237,0.030465961833104682,1
2015-03-17,0.5521047938266422,0.5602948105407456,0.5482506514226286,0.5600539445877075,299900000,68.53974613175176,0.549021452665329,0.010709885360466798,0.0345922090135391,0
2015-03-18,0.5600539353171596,0.5629444989990118,0.54584181056371,0.5509003400802612,413844000,58.3998607993662,0.5500813364982605,0.009767231621668815,0.033893258560439454,1
2015-03-19,0.5528273986824751,0.5612582805804684,0.5487323906990105,0.5593312382698059,310756000,63.86999263636385,0.5509485125541687,0.009967759043903013,0.035313869808937914,1
2015-03-20,0.563908140268833,0.5687258043712448,0.5586086867837455,0.5653533935546875,462084000,67.28424452803876,0.5531646490097046,0.010662631201673878,0.03896512565866428,0
2015-03-23,0.5484914950613856,0.5557179902382603,0.546805318596556,0.5470461845397949,426012000,51.00404254875939,0.5534055233001709,0.008601226206009449,0.03682107341470586,0
2015-03-24,0.5453600400317367,0.5492141825047955,0.5371700231709127,0.5395788550376892,330480000,45.96367905283514,0.5519602060317993,0.006020339024538801,0.03644327465352659,0
2015-03-25,0.53933784263554,0.53933784263554,0.505132359011511,0.5068185925483704,542552000,31.02043963229322,0.547527939081192,-8.328875841046024e-05,0.049212378678510804,0
2015-03-26,0.4964606889968047,0.5073004024067356,0.492847412906111,0.5051324367523193,311920000,30.454219557034577,0.5434329569339752,-0.004590786531975755,0.05986699291533215,1
2015-03-27,0.508022941538698,0.5169356106177126,0.4998329275126913,0.5150085687637329,318288000,37.83845889821578,0.5402532756328583,-0.006411457904898277,0.06411867804997673,1
2015-03-30,0.517417374765833,0.5198262056823076,0.510672613741069,0.5171765089035034,253252000,39.40763179121248,0.5366400063037873,-0.007281684876456973,0.06789157109058586,0
2015-03-31,0.5157311710905617,0.5162129027892753,0.5036870171568771,0.5041687488555908,357276000,33.73099734974859,0.5310514867305756,-0.009391736140273887,0.07515456811032384,1
2015-04-01,0.506095826625824,0.507782002362409,0.4974240246726338,0.506095826625824,330768000,35.265958984540404,0.5265710353851318,-0.010433111838903275,0.08076463079558471,1
2015-04-02,0.5089864933698224,0.5104318035635931,0.5029644441371985,0.5073003172874451,192204000,36.290787064935195,0.5213679432868957,-0.010792173980084141,0.08423847379763827,1
2015-04-06,0.5051325303072395,0.5236805886229362,0.4998331343008282,0.521994411945343,515864000,47.54685525013452,0.5170320451259613,-0.008950524758217338,0.084847264948819,1
2015-04-07,0.5219945342504795,0.5323525201476683,0.5191039121652736,0.5265713334083557,413964000,50.569372031762235,0.5149845600128173,-0.00688392390819903,0.08468397432846825,1
